James,843489,Mary,625558
Michael,837142,Linda,564312
Robert,830134,Patricia,459623
John,797660,Susan,437723
David,769652,Deborah,430515
William,591025,Barbara,345706
Richard,535238,Debra,341306
Thomas,454195,Karen,332485
Mark,382430,Nancy,286779
Charles,361035,Donna,270325
Steven,333520,Cynthia,263397
Gary,329814,Sandra,251563
Joseph,299908,Pamela,237375
Donald,273453,Sharon,232789
Ronald,271053,Kathleen,224316
Kenneth,262718,Carol,222631
Paul,253094,Diane,210610
Larry,245612,Brenda,209232
Daniel,243613,Cheryl,171366
Stephen,207193,Janet,167505
Dennis,204183,Elizabeth,165646
Timothy,198238,Kathy,157920
Edward,188286,Margaret,149571
Jeffrey,184569,Janice,133597
George,180973,Carolyn,124063
Gregory,178382,Denise,123766
Kevin,158955,Judy,118042
Douglas,148149,Rebecca,115688
Terry,140668,Joyce,114958
Anthony,136619,Teresa,114273
Jerry,136542,Christine,113333
Bruce,136402,Catherine,108822
Randy,120503,Shirley,108793
Brian,112298,Judith,108751
Frank,112291,Betty,103194
Scott,111779,Beverly,97778
Roger,110102,Lisa,95816
Raymond,108909,Laura,95512
Peter,102715,Theresa,89594
Patrick,96823,Connie,88804
Keith,91195,Ann,87032
Lawrence,91081,Gloria,86698
Wayne,88078,Julie,86691
Danny,86610,Gail,85613
Alan,83944,Joan,85166
Gerald,82586,Paula,84862
Ricky,79127,Peggy,84283
Carl,78715,Cindy,83972
Christopher,78228,Martha,83177
Dale,75532,Bonnie,83005
Walter,72175,Jane,82911
Craig,69470,Cathy,82710
Willie,66436,Robin,82416
Johnny,65747,Debbie,82091
Arthur,65710,Diana,80223
Steve,64226,Marilyn,80153
Joe,62614,Kathryn,77797
Randall,62407,Dorothy,74476
Russell,62385,Wanda,72443
Jack,62380,Jean,72262
Henry,62217,Vicki,71976
Harold,62151,Sheila,70165
Roy,61815,Virginia,69781
Andrew,60951,Sherry,68326
Philip,60828,Katherine,66847
Ralph,60408,Rose,66712
Billy,59252,Lynn,66046
Glenn,58694,Jo,63959
Stanley,57138,Ruth,62523
Jimmy,54874,Maria,62421
Rodney,54796,Darlene,61872
Barry,54784,Jacqueline,60461
Samuel,53756,Rita,60255
Eric,53287,Rhonda,59805
Bobby,53261,Phyllis,57770
Albert,52825,Helen,57566
Phillip,52438,Vickie,56855
Ronnie,51279,Kim,56075
Martin,50967,Lori,56063
Mike,48350,Ellen,55379
Eugene,48267,Elaine,54230
Louis,47910,Joanne,53547
Howard,47841,Anne,52386
Allen,47305,Valerie,52230
Curtis,46306,Alice,52063
