Noah,145195,Emma,158573
Jacob,140091,Sophia,152936
Mason,133535,Olivia,147486
Liam,133019,Isabella,142064
William,131241,Ava,125937
Ethan,125561,Mia,103580
Michael,122265,Emily,100414
Alexander,118376,Abigail,99356
James,112387,Madison,84803
Daniel,111658,Elizabeth,77233
Elijah,110075,Charlotte,76031
Aiden,109852,Chloe,71994
Jayden,109122,Ella,69455
Benjamin,107648,Amelia,68291
Matthew,105429,Avery,67348
Logan,103560,Sofia,67210
David,97485,Evelyn,65950
Joseph,96402,Harper,63891
Anthony,96047,Addison,61128
Jackson,95366,Grace,59916
Lucas,93291,Natalie,58058
Joshua,91763,Victoria,57341
Andrew,90612,Lily,56929
Gabriel,89047,Aubrey,55966
Samuel,88573,Lillian,54092
Christopher,87472,Zoey,53116
John,84405,Hannah,52980
Dylan,80013,Brooklyn,51180
Ryan,77754,Layla,50012
Isaac,77547,Samantha,49532
Carter,76938,Zoe,47767
Luke,76025,Leah,46077
Nathan,74907,Riley,44314
Caleb,73095,Scarlett,43871
Owen,72271,Anna,43076
Christian,71561,Savannah,42744
Henry,70923,Camila,42493
Oliver,70495,Audrey,42372
Wyatt,69536,Allison,41781
Jonathan,68389,Gabriella,40789
Landon,67793,Hailey,40689
Jack,67256,Sarah,39359
Sebastian,66499,Claire,39140
Hunter,63145,Aaliyah,39043
Isaiah,62992,Kaylee,38986
Julian,62534,Nevaeh,38227
Levi,60061,Aria,37602
Aaron,58763,Alexis,37274
Eli,58012,Alexa,36879
Brayden,57724,Arianna,36174
Nicholas,57156,Penelope,34283
Connor,56901,Alyssa,34259
Charles,56763,Bella,34040
Thomas,56327,Stella,33983
Evan,56310,Ariana,33806
Jeremiah,55780,Peyton,33759
Gavin,55746,Taylor,33596
Cameron,55469,Lucy,33080
Jordan,55165,Ashley,32875
Adrian,54258,Brianna,32648
Jaxon,53916,Ellie,32503
Angel,52852,Genesis,32307
Tyler,52836,Nora,32242
Robert,52404,Maya,31932
Austin,49875,Madelyn,31898
Grayson,49323,Serenity,31662
Josiah,49321,Caroline,31480
Brandon,48095,Kylie,31342
Colton,47270,Violet,31217
Jose,46635,Kennedy,30876
Dominic,45803,Skylar,30868
Kevin,45442,Autumn,30769
Zachary,44334,Sadie,30050
Chase,43561,Julia,30046
Ian,43114,Mackenzie,29791
Jason,42981,Khloe,29551
Ayden,42454,Sophie,29471
Adam,41676,Katherine,28942
Parker,41204,Paisley,28839
Cooper,40158,Mila,28539
Justin,40114,Eva,28383
Xavier,39989,Naomi,28249
Nolan,38954,Eleanor,28127
Jace,38931,Gianna,27737
Hudson,38319,Melanie,27596
Carson,38124,Aubree,27434
Bentley,37498,Faith,27047
Lincoln,37035,Kayla,26706
Blake,37024,Piper,26596
Easton,36374,Madeline,26546
Nathaniel,35258,Lydia,26379
Asher,34455,Alexandra,26376
Mateo,33275,Ruby,26028
Jaxson,32967,Lauren,25639
Tristan,32777,Annabelle,25187
Luis,32736,Makayla,25147
Brody,32449,Jasmine,25010
Kayden,32251,Sydney,24757
Juan,31817,Bailey,24220
Bryson,30657,Morgan,24174
Leo,30322,Kimberly,23971
Cole,29902,Maria,23563
Vincent,29850,Hazel,23421
Elias,29772,Alice,23353
Ryder,29613,Isabelle,23272
Carlos,29531,Reagan,23252
Micah,29310,Jocelyn,23222
Jesus,28563,London,23187
Max,28447,Andrea,22991
Damian,28189,Trinity,22854
Miles,27640,Rylee,22799
Alex,27552,Aurora,22215
Diego,27472,Natalia,21970
Eric,26846,Molly,21964
Maxwell,26840,Vivian,21286
Santiago,26693,Jade,21076
Leonardo,26542,Elena,21020
Sawyer,26535,Liliana,20981
Ezra,25914,Mary,20931
