Robert,576362,Mary,701746
John,564064,Dorothy,368870
James,515306,Helen,290398
William,512400,Betty,283092
Charles,298033,Margaret,245007
George,261953,Ruth,218513
Joseph,243808,Virginia,169550
Richard,222607,Doris,151185
Edward,197352,Mildred,147152
Donald,191826,Frances,140385
Thomas,161111,Elizabeth,139674
Frank,151829,Evelyn,124163
Harold,133595,Anna,123892
Paul,132388,Marie,110566
Raymond,124215,Alice,110524
Walter,119808,Jean,105998
Jack,115982,Shirley,98602
Henry,104556,Barbara,97213
Kenneth,99494,Irene,92833
Arthur,97115,Marjorie,91222
Albert,94429,Florence,88294
David,88750,Lois,88131
Harry,86180,Martha,86785
Eugene,84754,Rose,85308
Ralph,84462,Lillian,83153
Howard,70347,Louise,82896
Carl,69851,Catherine,78883
Willie,67991,Ruby,76734
Louis,67691,Eleanor,74758
Clarence,66576,Patricia,74737
Earl,63604,Gladys,72561
Roy,63259,Annie,69463
Fred,62742,Josephine,69218
Joe,62671,Thelma,68770
Francis,59098,Edna,68628
Lawrence,56865,Norma,65238
Herbert,56526,Pauline,64072
Leonard,53795,Lucille,63879
Ernest,53653,Edith,62990
Alfred,50158,Gloria,62853
Anthony,50056,Ethel,62801
Stanley,49457,Phyllis,61867
Norman,49357,Grace,60064
Gerald,44524,Hazel,58984
Daniel,43421,June,56480
Samuel,43367,Bernice,55841
Bernard,42410,Marion,55179
Billy,42097,Dolores,51986
Melvin,40580,Rita,50586
Marvin,39589,Lorraine,49940
Warren,38775,Ann,49811
Michael,37894,Esther,49229
Leroy,37870,Beatrice,49224
Russell,37211,Juanita,48548
Leo,36958,Clara,48182
Andrew,35955,Jane,48049
Edwin,35256,Geraldine,48044
Elmer,34920,Sarah,46769
Peter,34070,Emma,46537
Floyd,33157,Joan,45352
Lloyd,33126,Joyce,44175
Ray,32045,Nancy,43807
Frederick,31513,Katherine,42743
Theodore,31287,Gertrude,42457
Clifford,31246,Elsie,42098
Vernon,29432,Julia,40330
Herman,29011,Agnes,39223
Clyde,28958,Wilma,39126
Chester,28432,Marian,38975
Philip,27269,Bertha,38572
Alvin,26872,Eva,38046
Lester,26510,Willie,37813
Wayne,26402,Audrey,37551
Vincent,26239,Theresa,36667
Gordon,25622,Vivian,36571
Leon,25577,Wanda,36004
Lewis,25327,Laura,35992
Charlie,25175,Charlotte,35752
Glenn,25155,Ida,35617
Calvin,24783,Elaine,34908
Martin,24243,Anne,34512
Milton,24199,Marilyn,34200
Lee,23555,Kathryn,33791
Jesse,23169,Maxine,33744
Dale,22751,Kathleen,33596
Cecil,22528,Viola,33253
Bill,22292,Pearl,32774
Harvey,21785,Vera,32542
Roger,21753,Bessie,32158
Victor,21499,Myrtle,30567
Benjamin,21028,Alma,30434
Wallace,20916,Beverly,30204
Ronald,20902,Violet,30021
Sam,20843,Nellie,29689
Allen,20090,Ella,29517
Arnold,19531,Lillie,29382
Willard,18442,Jessie,29287
Gilbert,18235,Jeanne,29119
Edgar,18037,Eileen,28587
Oscar,17740,Ellen,28391
Gene,17582,Lucy,27434
Jerry,17450,Minnie,26907
Douglas,17302,Sylvia,26842
Johnnie,17294,Donna,26159
Claude,16997,Leona,26031
Don,16939,Rosemary,25966
Eddie,16925,Stella,25902
Roland,16879,Mattie,25522
Everett,16473,Margie,25496
Maurice,16159,Genevieve,24779
Curtis,16135,Mabel,24521
Marion,16034,Janet,23976
Virgil,15994,Geneva,23272
Wilbur,15714,Georgia,23228
Manuel,15665,Bonnie,23170
Stephen,15558,Carol,22979
Jerome,15454,Velma,22875
Homer,15147,Lena,22844
Leslie,15065,Carolyn,22774
Glen,14965,Mae,22756
Jessie,14795,Jennie,22589
Hubert,14695,Maria,22584
Jose,14447,Christine,22335
Jimmie,14358,Arlene,21960
Sidney,14202,Peggy,21872
Morris,14141,Marguerite,21783
Hugh,14108,Opal,21542
Max,14081,Sara,21100
Bobby,13880,Loretta,21071
Bob,13691,Harriet,20872
Nicholas,13611,Rosa,20790
Luther,13199,Muriel,20480
Bruce,13178,Eunice,20172
Junior,12928,Jeanette,19783
Wesley,12860,Blanche,19620
Rudolph,12562,Carrie,19126
Alexander,12541,Emily,18753
Franklin,12509,Beulah,18627
Tom,11923,Billie,18472
Irving,11898,Dora,18332
Horace,11777,Roberta,18220
Willis,11703,Hilda,18191
Patrick,11462,Naomi,18183
Steve,11352,Anita,18054
Johnny,11343,Jacqueline,17881
Dean,11156,Alberta,17862
Julius,10982,Inez,17594
Keith,10916,Delores,16462
Oliver,10899,Fannie,16456
Earnest,10868,Hattie,16369
Ben,10609,Lula,16314
Jim,10565,Verna,16264
Tony,10399,Cora,16160
Edmund,10206,Constance,15569
Lyle,10163,Madeline,15557
Guy,9873,Miriam,15505
Salvatore,9853,Ada,15131
Orville,9721,Claire,14991
Delbert,9676,Mamie,14807
Billie,9549,Lola,14654
Phillip,9525,Rosie,14290
Clayton,9414,Erma,14261
Otis,9353,Rachel,14201
Archie,9293,Mable,14007
Alex,9181,Flora,13961
Angelo,9130,Daisy,13659
Mike,9076,Sally,13474
