James,795660,Mary,640023
Robert,758018,Linda,531631
John,711528,Barbara,425242
William,556399,Patricia,411393
Richard,477396,Carol,292321
David,426293,Sandra,265523
Charles,361691,Nancy,252037
Thomas,350739,Sharon,221223
Michael,336533,Judith,218017
Ronald,282417,Susan,212012
Larry,255858,Betty,194612
Donald,247755,Carolyn,181844
Joseph,230239,Margaret,173013
Gary,217732,Shirley,171773
George,208986,Judy,167711
Kenneth,198512,Karen,167689
Paul,183330,Donna,165519
Edward,174765,Kathleen,152978
Jerry,167220,Joyce,151484
Dennis,162091,Dorothy,132245
Frank,119401,Janet,130744
Daniel,112756,Diane,122869
Raymond,109063,Janice,118880
Roger,107584,Joan,117696
Stephen,106789,Elizabeth,116535
Gerald,103325,Brenda,112403
Walter,83720,Gloria,105041
Harold,82152,Virginia,98992
Steven,81205,Marilyn,98968
Douglas,80755,Martha,95378
Lawrence,80439,Beverly,95122
Terry,76954,Helen,90737
Wayne,75118,Bonnie,86876
Arthur,73958,Ruth,85657
Jack,73915,Frances,85431
Carl,72729,Jean,80364
Henry,72465,Ann,76792
Willie,72401,Phyllis,76134
Bruce,72086,Pamela,73116
Joe,72000,Jane,72531
Peter,69334,Alice,72387
Billy,67820,Peggy,72114
Roy,65623,Cheryl,70957
Ralph,64963,Doris,64132
Anthony,64817,Catherine,62078
Jimmy,63508,Elaine,60105
Albert,60264,Cynthia,58057
Bobby,58878,Marie,57516
Eugene,57260,Lois,56852
Johnny,57184,Connie,56595
Fred,56655,Christine,54567
Harry,56239,Diana,53689
Howard,53525,Gail,53139
Mark,50729,Joanne,51652
Alan,50303,Rose,51636
Louis,49419,Wanda,50772
Philip,48731,Carole,50304
Patrick,48613,Rita,49852
Dale,46802,Charlotte,49475
Danny,46654,Jo,48446
Stanley,46265,Evelyn,48159
Leonard,44277,Geraldine,47936
Timothy,43490,Jacqueline,45558
Gregory,43219,Ellen,45401
Samuel,43120,Sally,45342
Ronnie,42452,Rebecca,45308
Norman,42166,Kathryn,44581
Ernest,41755,Deborah,44059
Russell,41326,Norma,43025
Francis,39518,Suzanne,41402
Melvin,39227,Anna,41280
Earl,39125,Sue,40943
Frederick,39103,Darlene,40320
Allen,39044,Patsy,40277
Bill,37758,Joann,40012
Tommy,37037,Sarah,39973
Phillip,36985,Katherine,39911
Marvin,36435,Paula,39040
Steve,36282,Annie,38715
Don,36246,Louise,38653
Clarence,36190,Roberta,38048
Barry,36188,Sylvia,37282
Glenn,35712,Anne,36144
Jim,35628,Theresa,35792
Eddie,34799,Sheila,35739
Mike,34644,Maria,35563
Andrew,34618,Laura,35074
Jeffrey,34341,Kathy,34766
Leroy,33855,Eileen,34691
Alfred,31991,Marcia,34395
Martin,31405,Rosemary,34295
Lee,30976,Glenda,33347
Tom,29881,Dolores,33099
Ray,29653,Mildred,33064
Herbert,28697,Lorraine,33047
Gene,27737,Marjorie,32900
Bernard,26444,Sherry,32757
Theodore,26243,Kay,32650
Curtis,26003,Anita,32528
Keith,25870,Dianne,32292
Clifford,25819,Ruby,31871
Rodney,24844,Irene,31818
Gordon,24461,Juanita,30442
Jimmie,24357,Maureen,30259
Jesse,24334,Loretta,30118
Vincent,23900,Jeanne,30114
Warren,23731,Constance,29907
Lloyd,23595,Lynn,29384
Leon,23576,Marlene,29294
Jerome,23106,Arlene,29094
Edwin,22968,Delores,28501
Brian,22789,Lynda,27949
Victor,22522,Julia,27891
Bob,21373,Marsha,27410
Floyd,20997,Charlene,26779
Lewis,20923,June,25165
Harvey,20757,Jeanette,24723
Clyde,20706,Edna,24698
Alvin,20705,Josephine,24320
Craig,20287,Eleanor,23758
Vernon,20033,Yvonne,23672
Leslie,19387,Vicki,23492
Franklin,19306,Vivian,22914
Calvin,19237,Emma,22787
Jon,19035,Georgia,22390
Jay,18663,Lillian,22308
Charlie,18260,Edith,22146
Darrell,18226,Pauline,21910
Jackie,18120,Wilma,21192
Dan,18014,Victoria,20753
Allan,17828,Ethel,20580
Randall,17776,Lucille,20455
Joel,17421,Florence,20392
Gilbert,17346,Sara,20272
Benjamin,17177,Margie,20260
Lester,17080,Thelma,20230
Duane,17067,Clara,20028
Tony,16959,Audrey,19718
Leo,16956,Grace,19371
Herman,16849,Teresa,19329
Jose,16816,Annette,19176
Glen,16545,Claudia,19170
Johnnie,16419,Gladys,19059
Dean,16356,Julie,19034
Arnold,16029,Marion,18490
Lonnie,15895,Gwendolyn,18342
Christopher,15871,Priscilla,18122
Nicholas,15507,Willie,18098
Freddie,15371,Esther,17638
Chester,15283,Eva,17563
Eric,15191,Andrea,17060
Milton,14873,Maryann,17053
Cecil,14837,Bernice,17029
Lynn,14200,Rosa,16793
Manuel,14188,Hazel,16657
Randy,14165,Billie,16369
Roland,13089,Bertha,16225
Ted,13026,Gayle,16198
Dwight,12861,Bobbie,16197
Claude,12814,Pat,16151
Wesley,12458,Maxine,16071
Neil,12432,Marian,16041
Sam,12350,Ella,15973
Scott,12161,Paulette,15900
Dave,11739,Joy,15565
Wallace,11464,Beatrice,15561
Kevin,11278,Cathy,15551
Hugh,10992,Lillie,15353
Donnie,10988,Janis,14861
Elmer,10874,Leslie,14856
Micheal,10618,Ida,14291
Willard,10596,Lynne,14236
Juan,10556,Deanna,13739
Maurice,10479,Faye,13707
Garry,10319,Terry,13698
Jessie,10317,Valerie,13691
Marshall,10239,Rachel,13410
Oscar,10188,Emily,13408
Edgar,9805,Lucy,13128
Karl,9723,Janie,13118
Marion,9667,Penny,13114
Sidney,9611,Jackie,13090
Stuart,9528,Harriet,12922
Nathaniel,9491,Regina,12714
Alexander,9479,Rosalie,12587
Sammy,9359,Alma,12400
Everett,9310,Angela,12260
