Michael,707647,Jennifer,581772
Christopher,475614,Amy,269001
Jason,462928,Melissa,253282
David,445955,Michelle,249133
James,444948,Kimberly,229109
John,402841,Lisa,228684
Robert,397407,Angela,225241
Brian,322841,Heather,203929
William,283564,Stephanie,160466
Matthew,277959,Nicole,144672
Joseph,244925,Jessica,143491
Daniel,244557,Elizabeth,142858
Kevin,212367,Rebecca,137298
Eric,211569,Kelly,133563
Jeffrey,202952,Mary,126267
Richard,202880,Christina,125737
Scott,194671,Amanda,123935
Mark,194415,Julie,121941
Steven,188174,Sarah,118832
Thomas,186880,Laura,118212
Timothy,181340,Shannon,113804
Anthony,174941,Christine,103233
Charles,163110,Tammy,98832
Joshua,140396,Tracy,95539
Ryan,139734,Karen,95186
Jeremy,139353,Dawn,92443
Paul,136473,Susan,88315
Andrew,133061,Andrea,86426
Gregory,115625,Tina,84758
Chad,113579,Patricia,81104
Kenneth,111542,Cynthia,80211
Jonathan,107983,Lori,77780
Stephen,107871,Rachel,77765
Shawn,105824,April,76940
Aaron,101528,Maria,76224
Adam,91812,Wendy,74190
Patrick,91297,Crystal,73766
Justin,86580,Stacy,69904
Sean,83923,Erin,67900
Edward,83502,Jamie,67851
Todd,83374,Carrie,66832
Donald,82468,Tiffany,65160
Ronald,81771,Tara,65072
Benjamin,81388,Sandra,64331
Keith,76733,Monica,61673
Bryan,71395,Danielle,60925
Gary,68293,Stacey,59214
Jose,66372,Pamela,58045
Nathan,65924,Tonya,57792
Douglas,65204,Sara,56962
Nicholas,65108,Michele,56563
Brandon,65100,Teresa,56027
George,64764,Denise,55874
Travis,64140,Jill,55075
Peter,62375,Katherine,54059
Craig,58826,Melanie,53326
Bradley,58716,Dana,51359
Larry,58155,Holly,50469
Dennis,50574,Erica,49606
Shane,50295,Brenda,48595
Raymond,49364,Deborah,47864
Troy,48860,Tanya,47832
Jerry,48369,Sharon,47776
Samuel,48109,Donna,47353
Frank,46934,Amber,47072
Jesse,44908,Emily,46848
Jeffery,44580,Robin,45947
Juan,43389,Linda,45905
Terry,42434,Kathleen,44846
Corey,41020,Leslie,44835
Phillip,39857,Christy,44590
Marcus,39492,Kristen,44221
Derek,38353,Catherine,43865
Rodney,37477,Kristin,42386
Joel,37241,Misty,42376
Carlos,36951,Barbara,42242
Randy,36552,Heidi,42230
Jacob,36384,Nancy,41859
Jamie,36302,Cheryl,40403
Tony,35697,Theresa,40082
Russell,35480,Brandy,40069
Brent,35407,Alicia,39250
Antonio,33258,Veronica,38798
Billy,33226,Gina,38119
Derrick,32865,Jacqueline,37966
Kyle,32672,Rhonda,37946
Erik,32107,Anna,37764
Johnny,32035,Renee,37600
Marc,31840,Megan,37367
Philip,31382,Tamara,37071
Carl,31374,Melinda,36438
Roger,29737,Kathryn,36434
Bobby,29080,Debra,34621
Brett,28944,Sherry,34201
Danny,28865,Allison,34175
Curtis,28822,Valerie,33821
Jon,28704,Diana,33345
Vincent,27651,Paula,32729
Cory,27520,Kristina,32649
Jimmy,27106,Ann,32032
Victor,26748,Margaret,31952
Lawrence,26671,Cindy,30881
Dustin,26578,Victoria,30881
Gerald,26170,Jodi,30349
Walter,25736,Natalie,29808
Alexander,24980,Brandi,29075
Joe,24945,Suzanne,29036
Christian,24926,Kristi,29034
Chris,24883,Samantha,28921
Alan,24823,Beth,28862
Shannon,24650,Tracey,28751
Wayne,24621,Regina,28316
Jared,24426,Vanessa,28084
Gabriel,24403,Kristy,27775
Martin,24286,Carolyn,27055
Jay,23991,Yolanda,27030
Luis,23977,Deanna,26983
Willie,23971,Carla,26848
Micheal,23796,Sheila,26510
Henry,23517,Laurie,26106
Wesley,23265,Anne,25599
Randall,23036,Shelly,25535
Brad,22623,Diane,25326
Darren,22585,Sabrina,24491
Roy,22361,Janet,24453
Albert,22122,Erika,24308
Arthur,22109,Katrina,24295
Ricky,22070,Courtney,23999
Lance,21821,Colleen,23766
Allen,21686,Carol,23479
Lee,21568,Julia,23420
Bruce,21139,Jenny,22902
Andre,21138,Jaime,22773
Mario,20951,Kathy,22706
Frederick,20733,Felicia,22331
Louis,20164,Alison,22074
Darrell,20080,Lauren,21848
Damon,20060,Kelli,21542
Shaun,19322,Leah,21152
Nathaniel,19192,Ashley,21068
Zachary,19086,Kim,20695
Casey,18988,Traci,20677
Adrian,18917,Kristine,20547
Jesus,18804,Tricia,20521
Jeremiah,18783,Joy,20119
Jack,18602,Krista,19810
Ronnie,18271,Kara,19761
Dale,18074,Terri,19600
Tyrone,17918,Sonya,19472
Manuel,17688,Aimee,19409
Ricardo,17661,Natasha,19330
Harold,17599,Cassandra,19025
Kelly,17325,Bridget,18868
Barry,17258,Anita,18832
Ian,17206,Kari,18750
Reginald,17198,Nichole,18518
Glenn,16895,Christie,18178
Ernest,16765,Marie,18132
Steve,16670,Virginia,18050
Seth,16591,Connie,17957
Eugene,16549,Martha,17916
Clinton,16352,Carmen,17873
Miguel,16322,Stacie,17832
Tommy,16178,Lynn,17616
Eddie,15875,Katie,17474
Leonard,15809,Monique,17472
Maurice,15235,Kristie,17369
Roberto,15146,Shelley,17285
Dwayne,14808,Sherri,17087
Jerome,14792,Angel,16816
Ralph,14759,Bonnie,16674
Marvin,14732,Mandy,16246
Francisco,14643,Jody,16225
Jorge,14643,Shawna,16184
Neil,14048,Kerry,16126
Alex,14028,Annette,16056
Dean,13904,Yvonne,15996
Kristopher,13888,Toni,15899
Calvin,13820,Meredith,15846
Kurt,13673,Molly,15726
Theodore,13579,Kendra,15666
Ruben,13547,Joanna,15271
Jermaine,13529,Sonia,15206
Tracy,13421,Janice,14839
Edwin,13365,Robyn,14684
Stanley,13224,Brooke,14519
Melvin,13130,Kerri,14448
Howard,12988,Sheri,14395
Mitchell,12980,Becky,14310
Duane,12410,Gloria,14216
Trevor,12361,Mindy,14022
Jeff,12264,Tracie,13794
Geoffrey,12185,Angie,13784
Hector,12135,Kellie,13670
Terrence,11908,Claudia,13605
Terrance,11890,Ruth,13427
