John,89950,Mary,91668
William,84881,Anna,38159
James,54056,Emma,25404
George,47651,Elizabeth,25006
Charles,46656,Margaret,21799
Frank,30967,Minnie,21724
Joseph,26292,Ida,18283
Henry,24139,Bertha,18263
Robert,24074,Clara,17717
Thomas,23750,Alice,17142
Edward,23133,Annie,17027
Harry,22649,Florence,16699
Walter,18185,Bessie,15373
Arthur,16180,Grace,15227
Fred,15602,Ethel,14866
Albert,14375,Sarah,14715
Samuel,9129,Ella,13936
Clarence,8760,Martha,13911
Louis,8275,Nellie,13761
David,7569,Mabel,13096
Joe,7097,Laura,12806
Charlie,7091,Carrie,12514
Richard,7010,Cora,11954
Ernest,6700,Helen,11496
Roy,6565,Maude,11453
Will,6196,Lillian,11270
Andrew,6053,Gertrude,11100
Jesse,6003,Rose,11064
Oscar,5982,Edna,11020
Willie,5906,Pearl,10903
Daniel,5680,Edith,10881
Benjamin,5407,Jennie,10220
Carl,5227,Hattie,10199
Sam,5069,Mattie,9844
Alfred,4837,Eva,9800
Earl,4830,Julia,9800
Peter,4656,Myrtle,9769
Elmer,4627,Louise,9596
Frederick,4603,Lillie,9467
Howard,4349,Jessie,9186
Lewis,4341,Frances,9182
Ralph,4269,Catherine,8915
Herbert,4257,Lula,8882
Paul,4197,Lena,8691
Lee,3945,Marie,8490
Tom,3786,Ada,8423
Herman,3689,Josephine,7732
Martin,3595,Fannie,7527
Jacob,3566,Lucy,7520
Michael,3559,Dora,7288
Jim,3520,Agnes,7237
Claude,3504,Maggie,7072
Ben,3449,Blanche,6925
Eugene,3430,Katherine,6922
Francis,3244,Elsie,6647
Grover,3184,Nora,6521
Raymond,3135,Mamie,6330
Harvey,3123,Rosa,6157
Clyde,3034,Stella,6130
Edwin,3011,Daisy,6054
Edgar,3006,May,5881
Ed,2957,Effie,5850
Lawrence,2919,Mae,5647
Bert,2808,Ellen,5402
Chester,2699,Nettie,5313
Jack,2684,Ruth,5298
Otto,2679,Alma,5190
Luther,2619,Della,5048
Charley,2550,Lizzie,5035
Guy,2489,Sadie,4915
Floyd,2476,Sallie,4840
Ira,2379,Nancy,4792
Ray,2371,Susie,4780
Hugh,2355,Maud,4201
Isaac,2311,Flora,4195
Oliver,2287,Irene,4002
Patrick,2285,Etta,3973
Homer,2213,Katie,3907
Theodore,2176,Lydia,3902
Leonard,2144,Lottie,3888
Leo,2098,Viola,3806
Alexander,2081,Caroline,3743
August,2012,Addie,3739
Harold,2001,Hazel,3644
Allen,1998,Georgia,3540
Jessie,1843,Esther,3476
Archie,1816,Mollie,3471
Philip,1741,Olive,3456
Stephen,1684,Willie,3397
Horace,1650,Harriet,3369
Marion,1624,Emily,3368
Bernard,1616,Charlotte,3311
Anthony,1611,Amanda,3280
Julius,1605,Kathryn,3276
Warren,1580,Lulu,3253
Leroy,1574,Susan,3231
Clifford,1552,Kate,3194
Eddie,1526,Nannie,3165
Sidney,1505,Jane,2971
Milton,1479,Amelia,2957
Leon,1475,Virginia,2948
Alex,1451,Mildred,2919
Lester,1440,Beulah,2866
Emil,1434,Eliza,2851
Dan,1402,Rebecca,2849
Willis,1388,Ollie,2832
Everett,1374,Belle,2648
Dave,1339,Ruby,2603
Leslie,1292,Pauline,2594
Rufus,1283,Matilda,2533
Alvin,1256,Theresa,2505
Perry,1255,Hannah,2480
Lloyd,1254,Henrietta,2480
Victor,1242,Ora,2391
Calvin,1236,Estella,2321
Harrison,1235,Leona,2151
Norman,1235,Augusta,2145
Wesley,1186,Eleanor,2136
Jess,1182,Rachel,2128
Percy,1166,Amy,2127
Amos,1161,Sara,2127
Dennis,1107,Anne,2126
Jerry,1106,Marion,2109
Nathan,1106,Iva,2108
Franklin,1098,Ann,2104
Alonzo,1088,Nina,2093
Matthew,1068,Dorothy,2088
Mack,1062,Lola,2054
Earnest,1043,Lela,1915
Gus,1029,Beatrice,1900
Russell,1023,Josie,1884
Adam,1020,Sophia,1865
Jay,1016,Estelle,1841
Wallace,1009,Mayme,1841
Otis,1006,Barbara,1820
Stanley,997,Evelyn,1817
Adolph,994,Maria,1732
Jake,972,Inez,1633
Roscoe,969,Allie,1606
Maurice,961,Essie,1554
Melvin,960,Delia,1546
Gilbert,957,Mable,1544
Ross,951,Millie,1527
Willard,939,Alta,1523
Mark,928,Betty,1519
Levi,927,Callie,1515
Wilbur,914,Janie,1491
Cornelius,911,Rosie,1485
Jose,911,Victoria,1440
Aaron,910,Ola,1421
Elbert,905,Gladys,1420
Emmett,901,Louisa,1420
Phillip,898,Ina,1406
Morris,895,Eula,1396
Noah,895,Luella,1384
Claud,881,Vera,1365
Clinton,867,Lou,1364
Felix,863,Celia,1363
Moses,859,Nell,1345
Elijah,856,Goldie,1327
Nelson,849,Winifred,1309
Simon,841,Bettie,1298
Lonnie,832,Hilda,1280
Virgil,827,Sophie,1267
Hiram,825,Christine,1266
Jasper,820,Marguerite,1256
Marshall,804,Tillie,1254
Manuel,802,Birdie,1237
Sylvester,796,Rena,1219
Fredrick,783,Eunice,1216
Mike,779,Bertie,1153
Abraham,776,Olga,1116
Silas,775,Sylvia,1109
Irvin,770,Lucille,1108
Max,765,Bess,1099
Owen,758,Isabelle,1092
Christopher,752,Genevieve,1088
Reuben,742,Leila,1079
Glenn,731,Mathilda,1065
Nicholas,730,Dollie,1063
Ellis,728,Isabel,1053
Marvin,726,Verna,1052
Wiley,726,Bernice,1037
Eli,721,Loretta,1036
Edmund,708,Rhoda,1024
Ollie,706,Cornelia,1020
Cecil,705,Sally,1010
Cleveland,702,Jean,1000
Curtis,695,Alberta,992
Timothy,693,Winnie,989
Harley,685,Lelia,987
Jeff,685,Lois,954
Anton,674,Myra,953
Alva,663,Harriett,938
Wilson,660,Roxie,933
Irving,654,Adeline,932
Clayton,653,Abbie,929
Rudolph,652,Flossie,924
Vernon,636,Sue,918
Hubert,634,Christina,916
